Key,Status,Applied On,Notes,Bucket,Title,Employer,Location,Drive time,Requirement evidence,Posted,First seen,Last seen,URL
Sutter Health::R-135642,closed,,,"Experience required, not acute","Staff Nurse II, Operating Room Float Pool",Sutter Health,San Francisco,<30,2 years of recent relevant experience,2026-08-06,2026-09-02T08:32:38+00:00,2026-09-02T08:46:16+00:00,https://wd1.myworkdaysite.com/recruiting/sutterhealth/SH/job/San-Francisco/Staff-Nurse-II--Operating-Room-Float-Pool_R-135642-1
Sutter Health::R-136586,unapplied,,,"Experience required, not acute","Staff Nurse II, House Float",Sutter Health,Castro Valley,<30,2 years of recent relevant experience,2026-08-05,2026-09-02T08:32:38+00:00,2026-09-03T23:01:08+00:00,https://wd1.myworkdaysite.com/recruiting/sutterhealth/SH/job/Castro-Valley/Staff-Nurse-II--House-Float_R-136586-1
Sutter Health::R-136482,closed,,,"Experience required, not acute","Staff Nurse II, Pediatric Transport",Sutter Health,San Francisco,<30,2 years of recent relevant,2026-08-03,2026-09-02T08:32:38+00:00,2026-09-03T16:42:59+00:00,https://wd1.myworkdaysite.com/recruiting/sutterhealth/SH/job/San-Francisco/Staff-Nurse-II--Pediatric-Transport_R-136482-1
Sutter Health::R-136564,closed,,,"Experience required, not acute","Staff Nurse II, MSICU",Sutter Health,San Francisco,<30,2 years of recent relevant,2026-07-31,2026-09-02T08:32:38+00:00,2026-09-03T16:42:59+00:00,https://wd1.myworkdaysite.com/recruiting/sutterhealth/SH/job/San-Francisco/Staff-Nurse-II--MSICU_R-136564-1
Sutter Health::R-136562,closed,,,"Experience required, not acute","Staff Nurse II, MSICU",Sutter Health,San Francisco,<30,2 years of recent relevant,2026-07-31,2026-09-02T08:32:38+00:00,2026-09-03T16:42:59+00:00,https://wd1.myworkdaysite.com/recruiting/sutterhealth/SH/job/San-Francisco/Staff-Nurse-II--MSICU_R-136562-1
Sutter Health::R-135662,unapplied,,,Requirements unclear,"Staff Nurse II, Nursery",Sutter Health,Castro Valley,<30,2 years previous clinical experience in neonatal ICU and obstetrical nursing,2026-07-29,2026-09-02T08:32:38+00:00,2026-09-03T23:01:08+00:00,https://wd1.myworkdaysite.com/recruiting/sutterhealth/SH/job/Castro-Valley/Staff-Nurse-II--Nursery_R-135662-1
Sutter Health::R-135667,unapplied,,,Requirements unclear,"Staff Nurse II, Labor & Delivery",Sutter Health,Castro Valley,<30,2 years previous clinical experience in L&D and OB nursing and previous experience in n,2026-07-24,2026-09-02T08:32:38+00:00,2026-09-03T23:01:08+00:00,https://wd1.myworkdaysite.com/recruiting/sutterhealth/SH/job/Castro-Valley/Staff-Nurse-II--Labor---Delivery_R-135667-1
Sutter Health::R-135668,closed,,,"Experience required, not acute","Staff Nurse II, Labor & Delivery",Sutter Health,Castro Valley,<30,2 years previous clinical,2026-07-24,2026-09-02T08:32:38+00:00,2026-09-03T16:42:59+00:00,https://wd1.myworkdaysite.com/recruiting/sutterhealth/SH/job/Castro-Valley/Staff-Nurse-II--Labor---Delivery_R-135668-1
PACS Group::JR180846,unapplied,,,No experience required,Registered Nurse (RN),PACS Group,Moraga Post Acute,<30,"Position Details Position: Registered Nurse (RN) Employment Type: Full-Time Shift: AM Shift Schedule: Full-Time AM Pay Rate: $45.00–$52.00 per hour, DOE Location: Moraga Post Acute Responsibilities Pr",2026-09-03,2026-09-03T16:42:59+00:00,2026-09-03T23:01:08+00:00,https://pacs.wd108.myworkdayjobs.com/pacs/job/Moraga-Post-Acute/Registered-Nurse--RN-_JR180846
Sutter Health::R-133397,unapplied,,,Requirements unclear,"Staff Nurse II, Acute Rehab PCU4",Sutter Health,Oakland,<30,Minimum one year of current experience in area of specialty Required LICENSURES AND CERTIFICATIO,2026-09-02,2026-09-03T16:42:59+00:00,2026-09-03T23:01:08+00:00,https://wd1.myworkdaysite.com/recruiting/sutterhealth/SH/job/Oakland/Staff-Nurse-II--Acute-Rehab-PCU4_R-133397-1
Sutter Health::R-139411,unapplied,,,"Experience required, not acute","Registered Nurse, ICU",Sutter Health,Tracy,30-60,2 years of recent relevant experience,2026-09-03,2026-09-03T16:42:59+00:00,2026-09-03T23:01:08+00:00,https://wd1.myworkdaysite.com/recruiting/sutterhealth/SH/job/Tracy/Registered-Nurse--ICU_R-139411-1
Sutter Health::R-139412,closed,,,"Experience required, not acute","Registered Nurse, ICU",Sutter Health,Tracy,30-60,2 years of recent relevant experience,2026-09-03,2026-09-03T16:42:59+00:00,2026-09-03T18:29:52+00:00,https://wd1.myworkdaysite.com/recruiting/sutterhealth/SH/job/Tracy/Registered-Nurse--ICU_R-139412-1
Sutter Health::R-136839,closed,,,"Experience required, not acute","Staff Nurse II, Stepdown ICU",Sutter Health,Burlingame,30-60,2+ years of RN,2026-09-03,2026-09-03T16:42:59+00:00,2026-09-03T16:42:59+00:00,https://wd1.myworkdaysite.com/recruiting/sutterhealth/SH/job/Burlingame/Staff-Nurse-II--Stepdown-ICU_R-136839-1
Sutter Health::R-139524,unapplied,,,"Experience required, not acute","Registered Nurse II, Neonatal ICU",Sutter Health,Modesto,60-90,2 years of recent relevant experience.,2026-09-03,2026-09-03T16:42:59+00:00,2026-09-03T23:01:08+00:00,https://wd1.myworkdaysite.com/recruiting/sutterhealth/SH/job/Modesto/Registered-Nurse-II--Neonatal-ICU_R-139524-1
Sutter Health::R-139747,unapplied,,,"Experience required, not acute",Registered Nurse Cardiac Telemetry,Sutter Health,Modesto,60-90,2 years of recent relevant experience,2026-09-02,2026-09-03T16:42:59+00:00,2026-09-03T23:01:08+00:00,https://wd1.myworkdaysite.com/recruiting/sutterhealth/SH/job/Modesto/Registered-Nurse-Cardiac-Telemetry_R-139747
Sutter Health::R-139760,unapplied,,,"Experience required, not acute",Registered Nurse Cardiac Telemetry,Sutter Health,Modesto,60-90,2 years of recent relevant experience,2026-09-02,2026-09-03T16:42:59+00:00,2026-09-03T23:01:08+00:00,https://wd1.myworkdaysite.com/recruiting/sutterhealth/SH/job/Modesto/Registered-Nurse-Cardiac-Telemetry_R-139760
Sutter Health::R-139761,unapplied,,,"Experience required, not acute",Registered Nurse Cardiac Telemetry,Sutter Health,Modesto,60-90,2 years of recent relevant experience,2026-09-02,2026-09-03T16:42:59+00:00,2026-09-03T23:01:08+00:00,https://wd1.myworkdaysite.com/recruiting/sutterhealth/SH/job/Modesto/Registered-Nurse-Cardiac-Telemetry_R-139761
Sutter Health::R-139746,closed,,,"Experience required, not acute",Registered Nurse Cardiac Telemetry,Sutter Health,Modesto,60-90,2 years of recent relevant experience,2026-09-02,2026-09-03T16:42:59+00:00,2026-09-03T18:29:52+00:00,https://wd1.myworkdaysite.com/recruiting/sutterhealth/SH/job/Modesto/Registered-Nurse-Cardiac-Telemetry_R-139746-1
Sutter Health::R-139785,unapplied,,,"Experience required, not acute","Registered Nurse II, Inpatient Surgical Unit",Sutter Health,Modesto,60-90,2 years of recent relevant experience,2026-09-02,2026-09-03T16:42:59+00:00,2026-09-03T23:01:08+00:00,https://wd1.myworkdaysite.com/recruiting/sutterhealth/SH/job/Modesto/Registered-Nurse-II--Inpatient-Surgical-Unit_R-139785
Sutter Health::R-139136,unapplied,,,"Experience required, not acute","Registered Nurse II, Operating Room",Sutter Health,Sacramento,60-90,2 years of recent relevant experience,2026-09-02,2026-09-03T16:42:59+00:00,2026-09-03T23:01:08+00:00,https://wd1.myworkdaysite.com/recruiting/sutterhealth/SH/job/Sacramento/Registered-Nurse-II--Operating-Room_R-139136
Sutter Health::R-139139,unapplied,,,"Experience required, not acute","Registered Nurse II, Operating Room",Sutter Health,Sacramento,60-90,2 years nursing experience or successful completion of a Sutter Health Nursing Residency Program,2026-09-02,2026-09-03T16:42:59+00:00,2026-09-03T23:01:08+00:00,https://wd1.myworkdaysite.com/recruiting/sutterhealth/SH/job/Sacramento/Registered-Nurse-II--Operating-Room_R-139139
Sutter Health::R-138998,unapplied,,,"Experience required, not acute","Staff Nurse II, Pre and Post OCU",Sutter Health,Santa Rosa,90-120,2 years of recent relevant experience.,2026-09-03,2026-09-03T16:42:59+00:00,2026-09-03T23:01:08+00:00,https://wd1.myworkdaysite.com/recruiting/sutterhealth/SH/job/Santa-Rosa/Staff-Nurse-II--Pre-and-Post-OCU_R-138998-1
Sutter Health::R-137766,unapplied,,,"Experience required, not acute","Staff Nurse II, ASU/PACU",Sutter Health,San Francisco,<30,2 years of recent relevant experience.,2026-09-02,2026-09-03T16:42:59+00:00,2026-09-03T23:01:08+00:00,https://wd1.myworkdaysite.com/recruiting/sutterhealth/SH/job/San-Francisco/Staff-Nurse-II--ASU-PACU_R-137766-1
Vibra Healthcare::24124,unapplied,,,No experience required,Registered Nurse RN Full Time Relocate to Fargo ND 20K,Vibra Healthcare,"Sacramento, California",60-90,"Previous acute care experience is strongly preferred. Ability to project a professional image. Knowledge of regulatory standards and compliance requirements. Strong organizational, prioritizing and an",2026-01-10,2026-09-03T18:29:52+00:00,2026-09-03T23:01:08+00:00,https://careers-vibratravels.icims.com/jobs/24124/login
Vibra Healthcare::29042,unapplied,,,No experience required,RN Registered Nurse ICU Full Time,Vibra Healthcare,"Folsom, California",90-120,"Previous acute care experience is strongly preferred. Ability to project a professional image. Knowledge of regulatory standards and compliance requirements. Strong organizational, prioritizing and an",2026-09-01,2026-09-03T18:29:52+00:00,2026-09-03T23:01:08+00:00,https://careers-vibrahealthcare.icims.com/jobs/29042/login
Vibra Healthcare::28880,unapplied,,,No experience required,RN Registered Nurse Full Time Nights RN,Vibra Healthcare,"Folsom, California",90-120,"Previous acute care experience is strongly preferred. Ability to project a professional image. Knowledge of regulatory standards and compliance requirements. Strong organizational, prioritizing and an",2026-08-19,2026-09-03T18:29:52+00:00,2026-09-03T23:01:08+00:00,https://careers-vibrahealthcare.icims.com/jobs/28880/login
Vibra Healthcare::28879,unapplied,,,No experience required,RN Registered Nurse Full Time Days RN,Vibra Healthcare,"Folsom, California",90-120,"Previous acute care experience is strongly preferred. Ability to project a professional image. Knowledge of regulatory standards and compliance requirements. Strong organizational, prioritizing and an",2026-08-19,2026-09-03T18:29:52+00:00,2026-09-03T23:01:08+00:00,https://careers-vibrahealthcare.icims.com/jobs/28879/login
City & County of San Francisco::3743990014878446,unapplied,,,Requirements unclear,Registered Nurse [Experienced Nurses] (2320) - Citywide - H00083,City & County of San Francisco,San Francisco,<30,one (1) year of experience working as a Registered Nurse,2026-08-26,2026-09-03T18:29:52+00:00,2026-09-03T23:01:08+00:00,https://jobs.smartrecruiters.com/CityAndCountyOfSanFrancisco1/3743990014878446-registered-nurse-experienced-nurses-2320-citywide-h00083
John Muir Health::JR0017799,unapplied,,,Requirements unclear,RN - Coordinator - Care Coordination and Resource Services - Full Time - 8 Hour - Days,John Muir Health,1914 Tice Valley Blvd,<30,1 year Care Coordination or Care Management - Required Two (2) years Nursing - Ambulat,2026-08-27,2026-09-03T18:29:52+00:00,2026-09-03T23:01:08+00:00,https://jmh.wd5.myworkdayjobs.com/JohnMuirHealthCareers/job/1914-Tice-Valley-Blvd/RN---Coordinator---Care-Coordination-and-Resource-Services---Full-Time---8-Hour---Days_JR0017799
Marin County::5449130,unapplied,,,"Experience required, not acute",Detention Registered Nurse (Contingent),Marin County,San Rafael,30-60,"Typically, equivalent to one year of professional nursing experience, and the education necessary to practice nursing.",2026-08-20,2026-09-03T18:29:52+00:00,2026-09-03T23:01:08+00:00,https://www.governmentjobs.com/careers/marincounty/jobs/5449130/detention-registered-nurse-contingent
Solano County::5327355,unapplied,,,"Experience required, not acute",Clinic Registered Nurse (Senior),Solano County,Fairfield,30-60,"A minimum score of 70% is required to continue in the selection process, unless otherwise announced.",2026-05-11,2026-09-03T18:29:52+00:00,2026-09-03T23:01:08+00:00,https://www.governmentjobs.com/careers/solanocounty/jobs/5327355/clinic-registered-nurse-senior
Sutter Health::R-139088,unapplied,,,"Experience required, not acute","Registered Nurse II, Cardiology",Sutter Health,Burlingame (+1 more),30-60,Two years recent relevant experience,2026-08-31,2026-09-03T18:29:52+00:00,2026-09-03T23:01:08+00:00,https://wd1.myworkdaysite.com/recruiting/sutterhealth/SH/job/Burlingame/Registered-Nurse-II--Cardiology_R-139088-1
Sutter Health::R-135746,unapplied,,,"Experience required, not acute","Registered Nurse II, Hematology Oncology Per Diem",Sutter Health,Sunnyvale (+1 more),30-60,Two years recent relevant experience,2026-08-27,2026-09-03T18:29:52+00:00,2026-09-03T23:01:08+00:00,https://wd1.myworkdaysite.com/recruiting/sutterhealth/SH/job/Sunnyvale/Registered-Nurse-II--Hematology-Oncology-Per-Diem_R-135746-1
Sutter Health::R-130195,unapplied,,,"Experience required, not acute","RN, Certified Would Care Lead, WOCN",Sutter Health,Novato,30-60,8 years of recent relevant experience,2026-07-20,2026-09-03T18:29:52+00:00,2026-09-03T23:01:08+00:00,https://wd1.myworkdaysite.com/recruiting/sutterhealth/SH/job/Novato/RN--Certified-Would-Care-Lead--WOCN_R-130195
Sutter Health::R-138974,unapplied,,,"Experience required, not acute","Staff Nurse II, Surgery",Sutter Health,Santa Rosa,90-120,2 years of recent relevant experience,2026-09-03,2026-09-03T18:29:52+00:00,2026-09-03T23:01:08+00:00,https://wd1.myworkdaysite.com/recruiting/sutterhealth/SH/job/Santa-Rosa/Staff-Nurse-II--Surgery_R-138974-1
Sutter Health::R-130494,unapplied,,,"Experience required, not acute","Staff Nurse II, Neonatal Intensive Care Unit",Sutter Health,Santa Rosa,90-120,2 years of recent relevant experience,2026-06-10,2026-09-03T18:29:52+00:00,2026-09-03T23:01:08+00:00,https://wd1.myworkdaysite.com/recruiting/sutterhealth/SH/job/Santa-Rosa/Staff-Nurse-II--Neonatal-Intensive-Care-Unit_R-130494-1
City & County of San Francisco::3743990014878516,unapplied,,,"Experience required, not acute",Per Diem Registered Nurse - (All Specialties) - DPH - (P103),City & County of San Francisco,San Francisco,<30,Applicants may be required to submit verification of qualifying education and experience at any point during the recruitment and selection process.,2026-08-26,2026-09-03T18:29:52+00:00,2026-09-03T23:01:08+00:00,https://jobs.smartrecruiters.com/CityAndCountyOfSanFrancisco1/3743990014878516-per-diem-registered-nurse-all-specialties-dph-p103-
Sutter Health::R-136525,unapplied,,,"Experience required, not acute","Registered Nurse II, Primary Care",Sutter Health,Castro Valley (+2 more),<30,Two years recent relevant experience,2026-09-02,2026-09-03T18:29:52+00:00,2026-09-03T23:01:08+00:00,https://wd1.myworkdaysite.com/recruiting/sutterhealth/SH/job/Castro-Valley/Registered-Nurse-II--Primary-Care_R-136525-1
Sutter Health::R-135742,unapplied,,,"Experience required, not acute","Clinical Effectiveness Consultant III, Registered Nurse",Sutter Health,San Francisco,<30,5 years recent relevant experience,2026-07-20,2026-09-03T18:29:52+00:00,2026-09-03T23:01:08+00:00,https://wd1.myworkdaysite.com/recruiting/sutterhealth/SH/job/San-Francisco/Clinical-Effectiveness-Consultant-III--Registered-Nurse_R-135742
Sutter Health::R-139604,unapplied,,,Requirements unclear,"Registered Nurse II, Medical Acute",Sutter Health,Roseville,90-120,Minimum of six (6) months area specific acute care experience within the last two (2) years Preferred SKI,2026-09-03,2026-09-03T23:01:08+00:00,2026-09-03T23:01:08+00:00,https://wd1.myworkdaysite.com/recruiting/sutterhealth/SH/job/Roseville/Registered-Nurse-II--Medical-Acute_R-139604
Sutter Health::R-139816,unapplied,,,"Experience required, not acute","Registered Nurse II, Inpatient Operating Room",Sutter Health,Roseville,90-120,2 years of recent relevant experience.,2026-09-03,2026-09-03T23:01:08+00:00,2026-09-03T23:01:08+00:00,https://wd1.myworkdaysite.com/recruiting/sutterhealth/SH/job/Roseville/Registered-Nurse-II--Inpatient-Operating-Room_R-139816
Sutter Health::R-131983,unapplied,,,"Experience required, not acute","Staff Nurse II, Chemical Dependency MPI",Sutter Health,Oakland,<30,EXPERIENCE One-year current chemical dependency experience Required.,2026-09-03,2026-09-03T23:01:08+00:00,2026-09-03T23:01:08+00:00,https://wd1.myworkdaysite.com/recruiting/sutterhealth/SH/job/Oakland/Staff-Nurse-II--Chemical-Dependency-MPI_R-131983-1
